ID,Ra,Rb,Ga,Gb,Ba,Bb,Class
0,0.805264559652011,0.363114862005441,0.856092603673268,0.435038951035874,0.774563325824306,0.351019492016623,0
1,0.814728748564653,0.38841512990168,0.837164392134951,0.494050257458187,0.833724673329624,0.385560123594324,0
32,0.80014692796451,0.390152855366198,0.755199579670495,0.414154741174305,0.807922680119437,0.369876336071335,0
33,1.04731343152986,0.463262205136525,1.10170550415249,0.541261864704567,1.06939831570756,0.451767951701987,0
2,0.908248025448852,0.411242032790241,1.1117929676025,0.747647475223933,0.906308893648238,0.439232229768481,0
3,1.02869030239732,0.42879711637867,1.04237396950322,0.548634300197759,1.08677137841981,0.450597550218807,0
34,1.02652893560206,0.468426598733887,1.13916125075899,0.567436381423349,1.01297329003302,0.460620743466657,0
35,0.80988921635484,0.526839424575739,0.869815953546101,0.58196484315734,0.836623403837804,0.521211145476621,0
64,0.919946840326083,0.441926337261433,1.05848817969217,0.586040122196354,0.908314830851089,0.424362221054287,0
65,1.00908666684846,0.464379401475764,1.12176362545069,0.583839582891481,0.995242287568887,0.434283448315512,0
66,1.19337754802105,0.540256758599889,1.27865254623203,0.603449257081401,1.1659947846848,0.514399441379471,0
67,0.870807878555648,0.515131662304132,0.997365413151082,0.568703295767593,0.890850605807508,0.47720639454267,0
4,0.996096987883605,0.463844922796254,1.12558008003614,0.605383021830486,0.948803294609838,0.475941041075483,0
5,0.939043960531468,0.357095619759294,1.14588612194494,0.520767577664044,0.993354299366551,0.364017600232816,0
36,0.924451882516107,0.461107527061699,1.10482913921648,0.645308772578511,0.916634257529762,0.451855592801181,0
37,0.91425624577111,0.413358435794556,1.08764311740969,0.574438313796812,0.987012861522212,0.42548747726333,0
6,0.921960194178519,0.499234861502545,1.03316340647374,0.665560352725661,0.881048228095673,0.467081864635127,0
7,0.76218392534154,0.396886997279084,0.83801220994258,0.505680921537123,0.705910790020341,0.351509841862049,0
38,0.985788961893875,0.400796268594359,1.25355874720936,0.679590274975366,0.994615033554281,0.400293142830804,0
39,0.778838381885024,0.368660662864525,1.10226915670414,0.662032230271658,0.920713618923466,0.424935438452014,0
68,0.71194033361756,0.330263749335218,0.918611404404106,0.472038174575511,0.758066705576722,0.352572100251253,0
69,1.03105911509965,0.560156009679303,1.05693614801953,0.645714842190226,0.940441435198194,0.476770109417151,0
70,0.972664290602437,0.454858366315027,1.08498911471387,0.548161581657097,0.945283306627383,0.407734941545196,0
71,0.753149943841681,0.288853732368538,0.835318462360123,0.383361839217395,0.717842365484325,0.293856045003223,0
128,0.944701528967315,0.607181748426269,1.11098140307691,0.751681384925745,0.900426668406955,0.540245821925114,0
129,1.01279430684054,0.468801888137028,1.14135660064823,0.586808339370652,0.969725111225034,0.438130409647237,0
130,0.948321226522735,0.41711470890838,1.07171937089162,0.554384314117864,0.959509656350853,0.416791433182436,0
131,0.916059856380247,0.438788827358445,0.938584499587793,0.467057000276115,0.84377159052575,0.380207861406735,0
132,0.906700707215725,0.561057751155448,1.07818861936037,0.644873960013965,0.977249447216302,0.578443838892121,0
8,0.724562980943333,0.437281444356651,0.858343009574724,0.547840679033008,0.73192295008397,0.392474274258411,0
9,1.07224202915561,0.506505624721505,1.21491504942516,0.686257547927237,1.09327230979306,0.518679849333178,0
40,0.837651797621869,0.331465359702917,0.963773348546889,0.475641826445257,0.852987193726664,0.329649246416592,0
41,0.925058273116052,0.4195407858358,1.11913303472428,0.691591936074853,0.911490600795624,0.412134392079792,0
10,0.876324708272623,0.398885151568107,1.01027815419731,0.479184792242828,0.922770920497312,0.402480342891432,0
11,1.03753205010349,0.438895792880861,1.1535598159621,0.530923292676637,1.03783321137153,0.463419532439773,0
42,0.799602081951391,0.356932292056955,0.922865758350138,0.534916919300719,0.82145419001967,0.366190271226209,0
43,0.679412665816259,0.360812773510252,0.6645533855203,0.369767748665246,0.725237959051149,0.378045360922962,0
72,0.866491068699531,0.394708901391994,0.974436251036129,0.533861762379112,0.883964261971358,0.419131563759617,0
73,1.10363613728725,0.462948887687767,1.12086065290892,0.494603310878158,1.15881469291975,0.467478206354033,0
74,0.907280920596462,0.331635035528447,1.07254587031946,0.444747669583272,1.06812586203846,0.3604373378042,0
75,0.891637892144508,0.399966705540894,0.97320273348078,0.53761627306236,0.867426114624784,0.404627363553116,0
12,0.830383203555818,0.370557285617867,0.932785513395883,0.532792292488373,0.85448538691272,0.407671214031476,0
13,0.822135447936276,0.337761434595749,0.909219400365035,0.415233072449954,0.793847835378436,0.344618382850719,0
44,0.734899169786207,0.381934674045681,0.873793346090302,0.470216559643265,0.781084534163735,0.386317307839232,0
45,0.783407510262006,0.344108184729906,0.898639069397212,0.411807299264976,0.863391618117363,0.386950037793924,0
14,0.874417639325305,0.341834032209124,1.0280513781071,0.419733721711216,0.870362576441679,0.345805404541074,0
